"parameter_stable_id","categories"
"ALTMGP_CSD_072_001","Other abnormal mouth morphology,Cleft lip,As expected"
"ALTMGP_CSD_073_001","As expected,Absent,Partly present"
"ALTMGP_CSD_074_001","Malocclusion,As expected,Other abnormal incisors morphology"
"ALTMGP_CSD_075_001","Abnormal,As expected"
"ALTMGP_CSD_076_001","Present,Absent"
"ALTMGP_CSD_077_001","Decreased size,Increased size,As expected"
"ALTMGP_CSD_078_001","Abnormal,As expected"
"ALTMGP_CSD_079_001","Abnormal,As expected"
"ALTMGP_CSD_080_001","Abnormal,As expected"
"ALTMGP_CSD_081_001","Absent,Present"
"ALTMGP_CSD_082_001","Abnormal,As expected"
"ALTMGP_CSD_083_001","Increased size,As expected,Decreased size"
"ALTMGP_CSD_084_001","Absent,Present"
"ALTMGP_CSD_085_001","Decreased size,Increased size,As expected"
"ALTMGP_CSD_086_001","Abnormal,As expected"
"ALTMGP_CSD_087_001","Absent,Present"
"ALTMGP_CSD_088_001","Increased size,As expected,Decreased size"
"ALTMGP_CSD_089_001","Abnormal,As expected"
"ALTMGP_CSD_090_001","As expected,Decreased size,Increased size"
"ALTMGP_CSD_091_001","Greater than 10,Less than 10,As expected"
"ALTMGP_CSD_092_001","Decreased size,Increased size,As expected"
"ALTMGP_CSD_093_001","Abnormal,As expected"
"ALTMGP_CSD_094_001","Absent,Present"
"ALTMGP_CSD_095_001","Abnormal,As expected"
"ALTMGP_CSD_096_001","Increased,As expected,Decreased"
"ALTMGP_CSD_097_001","Abnormal,As expected"
"ALTMGP_CSD_098_001","Abnormal,As expected"
"ALTMGP_CSD_099_001","Absent,Present"
"ALTMGP_CSD_100_001","As expected,Decreased size,Increased size"
"ALTMGP_CSD_101_001","Abnormal,As expected"
"ALTMGP_CSD_102_001","Absent,Present"
"ALTMGP_CSD_103_001","Increased size,As expected,Decreased size"
"ALTMGP_CSD_104_001","Abnormal,As expected"
"ALTMGP_CSD_105_001","Decreased size,Increased size,As expected"
"ALTMGP_CSD_106_001","Less than 10,As expected,Greater than 10"
"ALTMGP_CSD_107_001","Decreased size,Increased size,As expected"
"ALTMGP_CSD_108_001","Abnormal,As expected"
"ALTMGP_CSD_109_001","Absent,Present"
"ALTMGP_CSD_110_001","Abnormal,As expected"
"ALTMGP_CSD_111_001","Decreased,Increased,As expected"
"ALTMGP_CSD_112_001","Abnormal,As expected"
"ALTMGP_CSD_113_001","As expected,Abnormal"
"ALTMGP_CSD_114_001","Absent,Present"
"ALTMGP_CSD_115_001","As expected,Decreased,Increased"
"ALTMGP_CSD_116_001","Kinked,As expected,Other abnormal tail morphology,Curved"
"ALTMGP_CSD_120_001","Abnormal,As expected"
"ALTMGP_CSD_121_001","Abnormal,As expected"
"ALTIMPC_GPL_001_001","unobservable,abnormal,normal"
"ALTIMPC_GPL_002_001","unobservable,abnormal,normal"
"ALTIMPC_GPL_003_001","normal,unobservable,abnormal"
"ALTIMPC_GPL_004_001","unobservable,abnormal,normal"
"ALTIMPC_GPL_005_001","unobservable,abnormal,normal"
"ALTIMPC_HIS_196_002","1,0"
"ALTIMPC_HIS_345_002","4,3,2,1,Not applicable,5,0"
"ALTIMPC_HIS_348_002","1,0"
"ALTIMPC_HIS_179_002","1,0"
"ALTIMPC_HIS_203_002","0,Not applicable,1"
"ALTIMPC_HIS_186_002","1,0"
"ALTIMPC_HIS_180_002","1,0"
"ALTIMPC_HIS_189_002","1,0"
"ALTIMPC_HIS_184_002","1,0"
"ALTIMPC_HIS_195_002","1,0"
"ALTIMPC_HIS_192_002","1,0"
"ALTIMPC_HIS_188_002","1,0"
"ALTIMPC_HIS_187_002","1,0"
"ALTIMPC_HIS_198_002","0,1"
"ALTIMPC_HIS_197_002","Not applicable,1,0"
"ALTIMPC_HIS_206_002","0,Not applicable,1"
"ALTIMPC_HIS_193_002","1,0"
"ALTIMPC_HIS_378_001","4,3,2,1,Not applicable,5,0"
"ALTIMPC_HIS_379_001","1,0"
"ALTIMPC_HIS_204_002","Not applicable,1,0"
"ALTIMPC_HIS_205_002","0,Not applicable,1"
"ALTIMPC_HIS_200_002","1,0"
"ALTIMPC_HIS_199_002","1,0"
"ALTIMPC_HIS_191_002","0,1"
"ALTIMPC_HIS_181_002","1,0"
"ALTIMPC_HIS_194_002","1,0"
"ALTIMPC_HIS_190_002","0,1"
"ALTIMPC_HIS_202_002","Not applicable,1,0"
"ALTIMPC_HIS_182_002","1,0"
"ALTIMPC_HIS_183_002","0,1"
"ALTIMPC_HIS_247_002","2,1,0,Not applicable,5,4,3"
"ALTIMPC_HIS_185_002","0,1"
"ALTIMPC_HIS_201_002","1,0"
"ALTIMPC_HIS_207_002","1,0,Not applicable"
"ALTIMPC_HIS_407_001","2,1,0,Not applicable,5,4,3"
"ALTIMPC_HIS_408_001","1,0"
"ALTIMPC_HIS_415_001","1,0,5,4,3,2,Not applicable"
"ALTIMPC_HIS_416_001","1,0"
"ALTIMPC_HIS_423_001","Not applicable,5,0,4,3,2,1"
"ALTIMPC_HIS_424_001","1,0"
"ALTIMPC_CSD_001_001","Present,Absent"
"ALTIMPC_CSD_002_001","No data,Short,As expected,Long"
"ALTIMPC_CSD_003_001","Increased,No data,Decreased,As expected"
"ALTIMPC_CSD_004_001","As expected,Not as expected,No data"
"ALTIMPC_CSD_005_001","As expected,Not as expected,No data"
"ALTIMPC_CSD_006_001","Not as expected,No data,As expected"
"ALTIMPC_CSD_007_001","No data,As expected,Not as expected"
"ALTIMPC_CSD_008_001","As expected,Not as expected,No data"
"ALTIMPC_CSD_009_001","As expected,Not as expected,No data"
"ALTIMPC_CSD_010_001","Not as expected,No data,As expected"
"ALTIMPC_CSD_011_001","As expected,Not as expected"
"ALTIMPC_CSD_012_001","As expected,Not as expected"
"ALTIMPC_CSD_013_001","As expected,Not as expected"
"ALTIMPC_CSD_014_001","As expected,Not as expected,No data"
"ALTIMPC_CSD_015_001","Not as expected,No data,As expected"
"ALTIMPC_CSD_016_001","No data,As expected,Not as expected"
"ALTIMPC_CSD_017_001","As expected,One forelimb only - not as expected,Both forelimbs - not as expected"
"ALTIMPC_CSD_018_001","Both forelimbs - not as expected,As expected,One forelimb only - not as expected"
"ALTIMPC_CSD_019_001","One forelimb only - increased,One forelimb only - decreased,As expected,Both forelimbs - increased,Both forelimbs - decreased"
"ALTIMPC_CSD_020_001","As expected,One hindlimb only - not as expected,Both hindlimbs - not as expected"
"ALTIMPC_CSD_021_001","One hindlimb only - not as expected,Both hindlimbs - not as expected,As expected"
"ALTIMPC_CSD_022_001","Both hindlimbs - decreased,One hindlimb only - decreased,Both hindlimbs - increased,As expected,One hindlimb only - increased"
"ALTIMPC_CSD_023_001","Not as expected,As expected"
"ALTIMPC_CSD_024_001","As expected,Not as expected,No data"
"ALTIMPC_CSD_025_001","As expected,Increased,Decreased"
"ALTIMPC_CSD_026_001","Not as expected,As expected"
"ALTIMPC_CSD_027_001","As expected,Not as expected"
"ALTIMPC_CSD_028_001","Increased,Decreased,As expected"
"ALTIMPC_CSD_029_001","Inactive,As expected,Increased activity"
"ALTIMPC_CSD_030_001","Absent,Present"
"ALTIMPC_CSD_031_001","Immediate movement,Extended freeze,As expected"
"ALTIMPC_CSD_033_001","Fluid movement,Lack of fluidity in movement"
"ALTIMPC_CSD_034_001","As expected,Straub / elevated tail,Dragging,No data"
"ALTIMPC_CSD_035_001","Flees prior to touch,No response,Response to touch"
"ALTIMPC_CSD_036_001","Present,No data,None"
"ALTIMPC_CSD_037_001","Jumping,Retropulsion,None,Circling,Other"
"ALTIMPC_CSD_038_001","Present,No data,Absent"
"ALTIMPC_CSD_039_001","No data,Absent,Present"
"ALTIMPC_CSD_046_001","One forelimb - fused,Both forelimbs - increased size,One forelimb - increased size,One forelimb - decreased size,Both forelimbs - decreased size,Both forelimbs - fused,As expected"
"ALTIMPC_CSD_047_001","As expected,One hindlimb - increased size,Both hindlimbs - increased size,Both hindlimbs - decreased size,One hindlimb - decreased size,One hindlimb - fused,Both hindlimbs - fused"
"ALTIMPC_CSD_056_001","Not as expected,As expected"
"ALTIMPC_CSD_057_001","Not as expected,As expected"
"ALTIMPC_CSD_058_001","Not as expected,As expected"
"ALTIMPC_CSD_059_001","As expected,Not as expected"
"ALTIMPC_CSD_060_001","Not as expected,As expected"
"ALTIMPC_CSD_061_001","As expected,Not as expected,No data"
"ALTIMPC_CSD_062_001","As expected,Not as expected"
"ALTIMPC_CSD_063_001","As expected,Not as expected"
"ALTIMPC_CSD_064_001","As expected,Not as expected"
"ALTIMPC_CSD_065_001","As expected,Not as expected"
"ALTIMPC_CSD_066_001","As expected,Not as expected"
"ALTIMPC_CSD_067_001","No data,As expected,Not as expected"
"ALTIMPC_CSD_068_001","As expected,Not as expected"
"ALTIMPC_CSD_069_001","Not as expected,No data,As expected"
"ALTIMPC_CSD_070_001","No data,As expected,Not as expected"
"ALTIMPC_CSD_071_001","Absent,As expected"
"ALTIMPC_CSD_072_001","Not as expected,No data,As expected"
"ALTIMPC_CSD_073_001","No data,As expected,Not as expected"
"ALTIMPC_CSD_074_001","As expected,Not as expected"
"ALTIMPC_CSD_075_001","Not as expected,As expected"
"ALTIMPC_CSD_076_001","As expected,Not as expected"
"ALTIMPC_CSD_077_001","Absent,No data,Present"
"ALTIMPC_CSD_078_001","As expected,Not as expected"
"ALTIMPC_CSD_079_001","As expected,Excessive aggression"
"ALTIMPC_CSD_080_001","Present,Absent"
"ALTIMPC_CSD_040_002","Both forepaws - increased,Both forepaws - decreased,As expected,One forepaw - decreased,One forepaw - increased"
"ALTIMPC_CSD_041_002","Both hindpaws - increased,Both hindpaws - decreased,One hindpaw - increased,One hindpaw - decreased,As expected"
"ALTIMPC_CSD_042_002","As expected,One forepaw - not as expected,Both forepaws - not as expected"
"ALTIMPC_CSD_043_002","One hindpaw - not as expected,Both hindpaws - not as expected,As expected"
"ALTIMPC_CSD_044_002","One forelimb - decreased number,Both forelimbs - increased number,As expected,One forelimb - increased number,Both forelimbs - decreased number"
"ALTIMPC_CSD_045_002","Both hindlimbs - increased number,Both hindlimbs - decreased number,One hindlimb - increased number,One hindlimb - decreased number,As expected"
"ALTIMPC_CSD_048_002","As expected,One forelimb - not as expected,Both forelimbs - not as expected"
"ALTIMPC_CSD_049_002","One hindlimb - not as expected,Both hindlimbs - not as expected,As expected"
"ALTIMPC_CSD_050_002","One forelimb - decreased number,Both forelimbs - increased number,As expected,One forelimb - increased number,Both forelimbs - decreased number,No data"
"ALTIMPC_CSD_051_002","Both hindlimbs - decreased number,No data,One hindlimb - decreased number,Both hindlimbs - increased number,As expected,One hindlimb - increased number"
"ALTIMPC_CSD_053_002","One hindlimb - decreased length,Both hindlimbs - increased length,As expected,One hindlimb - increased length,Both hindlimbs - decreased length,No data"
"ALTIMPC_CSD_052_002","As expected,One forelimb - increased length,Both forelimbs - decreased length,No data,One forelimb - decreased length,Both forelimbs - increased length"
"ALTIMPC_CSD_054_002","Both forelimbs - not as expected,No data,As expected,One forelimb - not as expected"
"ALTIMPC_CSD_055_002","Both hindlimbs - not as expected,No data,As expected,One hindlimb - not as expected"
"ALTIMPC_ECG_031_001","No,Yes"
"ALTIMPC_ALZ_001_001","ambiguous,tissue not available,expression,no expression,imageOnly"
"ALTIMPC_ALZ_002_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_003_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_004_001","tissue not available,no expression,ambiguous,imageOnly,expression"
"ALTIMPC_ALZ_005_001","expression,no expression,imageOnly,ambiguous,tissue not available"
"ALTIMPC_ALZ_006_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_007_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_008_001","no expression,ambiguous,imageOnly,expression,tissue not available"
"ALTIMPC_ALZ_009_001","expression,no expression,imageOnly,ambiguous,tissue not available"
"ALTIMPC_ALZ_010_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_011_001","ambiguous,tissue not available,expression,no expression,imageOnly"
"ALTIMPC_ALZ_012_001","no expression,ambiguous,imageOnly,expression,tissue not available"
"ALTIMPC_ALZ_013_001","expression,no expression,imageOnly,ambiguous,tissue not available"
"ALTIMPC_ALZ_014_001","tissue not available,no expression,ambiguous,imageOnly,expression"
"ALTIMPC_ALZ_015_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_016_001","no expression,ambiguous,imageOnly,expression,tissue not available"
"ALTIMPC_ALZ_017_001","ambiguous,tissue not available,expression,no expression,imageOnly"
"ALTIMPC_ALZ_018_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_019_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_020_001","tissue not available,no expression,ambiguous,imageOnly,expression"
"ALTIMPC_ALZ_021_001","expression,no expression,imageOnly,ambiguous,tissue not available"
"ALTIMPC_ALZ_022_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_023_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_024_001","no expression,ambiguous,imageOnly,expression,tissue not available"
"ALTIMPC_ALZ_025_001","expression,no expression,imageOnly,ambiguous,tissue not available"
"ALTIMPC_ALZ_026_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_027_001","ambiguous,tissue not available,expression,no expression,imageOnly"
"ALTIMPC_ALZ_028_001","no expression,ambiguous,imageOnly,expression,tissue not available"
"ALTIMPC_ALZ_029_001","expression,no expression,imageOnly,ambiguous,tissue not available"
"ALTIMPC_ALZ_030_001","tissue not available,no expression,ambiguous,imageOnly,expression"
"ALTIMPC_ALZ_031_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_032_001","no expression,ambiguous,imageOnly,expression,tissue not available"
"ALTIMPC_ALZ_033_001","ambiguous,tissue not available,expression,no expression,imageOnly"
"ALTIMPC_ALZ_034_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_035_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_036_001","tissue not available,no expression,ambiguous,imageOnly,expression"
"ALTIMPC_ALZ_037_001","expression,no expression,imageOnly,ambiguous,tissue not available"
"ALTIMPC_ALZ_038_001","imageOnly,expression,tissue not available,no expression,ambiguous"
"ALTIMPC_ALZ_039_001","imageOnly,ambiguous,tissue not available,expression,no expression"
"ALTIMPC_ALZ_040_001","no expression,ambiguous,imageOnly,expression,tissue not available"
"ALTIMPC_ALZ_041_001","expression,no expression,imageOnly,ambiguous,tissue not available"
