"","parameter_stable_id","categories"
"12862","TCPLA_GRS_007_001","HMGU plate,Not HMGU plate,45 Degree cross wired"
"12863","TCPLA_GRS_006_001","Chatillon,Bioseb,Columbus Instruments"
"12864","TCPLA_GRS_013_001","Ametek,Bio-GT3+MR,Bio-GS3,Bio-GS2,E-DFD-E-002,DFIS 2,DFE II,DFE,Ametek_old,BIO-GT3"
"12865","ICSLA_DXA_013_001","Lunar Piximus II,Sabre,Minispec LF50,Minispec MQ 10,UltraFocus 100,UltraFocus DXA"
"12866","JAXIP_BWT_007_001","AV2101,SI-2002,SL-3100D,TP-202,PG3001-S,Adventurer Pro,440-47N,AM100,XS802S,AB104-S,AV212C,PCB2000-1,440-33,440-47,572-35,770-14,EMB220-1,EMB500-1,EMB600-2,EW600-2M,BL310,Navigator 34120,AV213C,VIC-511,VIC-123,BP6100,CPA3202S,EMB 200-2,Entris 2201-1S"
"12867","JAXIP_BWT_004_001","Ohaus,Denver Instrument,Scientech,Mettler Toledo,Kern & Sohn GmbH,Sartorius,Acculab"
"12868","TCPLA_BWT_007_001","AV2101,SI-2002,SL-3100D,TP-202,PG3001-S,Adventurer Pro,440-47N,AM100,XS802S,AB104-S,AV212C,PCB2000-1,440-33,440-47,572-35,770-14,EMB220-1,EMB500-1,EMB600-2,EW600-2M,BL310,Navigator 34120,AV213C,VIC-511,VIC-123,BP6100,CPA3202S,EMB 200-2,Entris 2201-1S"
"12869","TCPLA_BWT_004_001","Ohaus,Denver Instrument,Scientech,Mettler Toledo,Kern & Sohn GmbH,Sartorius,Acculab"
"12870","TCPLA_CSD_037_001","None,Circling,Jumping,Retropulsion,Other"
"12871","TCPLA_CSD_062_001","As expected,Not as expected"
"12872","TCPLA_CSD_045_001","As expected,One hindlimb - increased number,One hindlimb - decreased number,Both hindlimbs - increased number,Both hindlimbs - decreased number"
"12873","TCPLA_CSD_059_001","As expected,Not as expected"
"12874","TCPLA_CSD_075_001","As expected,Not as expected"
"12875","TCPLA_CSD_007_001","As expected,Not as expected,No data"
"12876","TCPLA_CSD_040_001","As expected,One forepaw - decreased,Both forepaws - increased,Both forepaws - decreased,One forepaw - increased"
"12877","TCPLA_CSD_016_001","As expected,Not as expected,No data"
"12878","TCPLA_CSD_023_001","As expected,Not as expected"
"12879","TCPLA_CSD_068_001","As expected,Not as expected"
"12880","TCPLA_CSD_025_001","As expected,Increased,Decreased"
"12881","TCPLA_CSD_066_001","As expected,Not as expected"
"12882","TCPLA_CSD_006_001","As expected,Not as expected,No data"
"12883","TCPLA_CSD_049_001","As expected,One hindlimb - not as expected,Both hindlimbs - not as expected"
"12884","TCPLA_CSD_042_001","As expected,One forepaw - not as expected,Both forepaws - not as expected"
"12885","TCPLA_CSD_033_001","Fluid movement,Lack of fluidity in movement"
"12886","TCPLA_CSD_015_001","As expected,Not as expected,No data"
"12887","TCPLA_CSD_058_001","As expected,Not as expected"
"12888","TCPLA_CSD_041_001","As expected,One hindpaw - increased,One hindpaw - decreased,Both hindpaws - increased,Both hindpaws - decreased"
"12889","TCPLA_CSD_076_001","As expected,Not as expected"
"12890","TCPLA_CSD_050_001","As expected,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - increased number,Both forelimbs - decreased number,No data"
"12891","TCPLA_IPG_004_001","Abbott,Roche Diagnostic,Lifescan,ARKRAY factory.Inc,Analox,Roche Diabetes Care"
"12892","TCPLA_IPG_006_001","yes,No"
"12893","TCPLA_IPG_005_001","32004-02,Accu-Chek Aviva,Accu-Chek Performa,One Touch Ultra 2,Super Glucocard II GT-1640,GLUCOCARD G+meter GT-1820,Alphatrak 2,GM9,Accu-Chek Aviva Connect,Accu-Chek Guide"
"12894","TCPLA_XRY_058_001","yes,no,imageOnly,unobservable"
"12895","TCPLA_XRY_006_001","normal,abnormal,imageOnly,unobservable"
"12896","TCPLA_XRY_057_001","yes,no,imageOnly,unobservable"
"12897","TCPLA_XRY_066_001","normal,abnormal,imageOnly,unobservable"
"12898","TCPLA_XRY_065_001","normal,abnormal,imageOnly,unobservable"
"12899","TCPLA_XRY_022_001","normal,abnormal,imageOnly,unobservable"
"12900","TCPLA_XRY_056_001","yes,no,imageOnly,unobservable"
"12901","TCPLA_XRY_004_001","normal,abnormal,imageOnly,unobservable"
"12902","TCPLA_XRY_021_001","normal,abnormal,imageOnly,unobservable"
"12903","TCPLA_ECG_017_001","Mouse Specifics\, Inc.,AD Instruments,World Precision Instruments"
"12904","TCPLA_XRY_003_001","normal,abnormal,imageOnly,unobservable"
"12905","TCPLA_XRY_064_001","normal,abnormal,imageOnly,unobservable"
"12906","TCPLA_XRY_059_001","normal,abnormal,imageOnly,unobservable"
"12907","TCPLA_ECG_018_001","ECGenie,ML870/p,ML826/FE132,Iso-DAM8A,ECGenie + gel pads,ML866"
"12908","TCPLA_XRY_020_001","normal,abnormal,imageOnly,unobservable"
"12909","TCPLA_ECG_019_001","Isoflurane,Avertin,Tribromoethanol,No anesthesia"
"12910","TCPLA_XRY_002_001","normal,abnormal,imageOnly,unobservable"
"12911","TCPLA_XRY_063_001","normal,abnormal,imageOnly,unobservable"
"12912","TCPLA_EYE_010_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12913","TCPLA_XRY_010_001","normal,abnormal,imageOnly,unobservable"
"12914","TCPLA_EYE_045_001","Ketamine+Xylazine,Isoflurane,Euthatal,Avertin,No anesthesia,Ketamine+Medetomidine"
"12915","TCPLA_XRY_061_001","yes,no,imageOnly,unobservable"
"12916","TCPLA_EYE_001_001","present,absent left eye,absent right eye,absent both eyes"
"12917","TCPLA_XRY_062_001","yes,no,imageOnly,unobservable"
"12918","TCPLA_XRY_027_001","normal,abnormal,imageOnly,unobservable"
"12919","TCPLA_EYE_044_001","Atropine,Oxybuprocain,Mydriacyl,Phenylephrine hydrochloride,Hydrochloride,No anesthesia,Atropine sulphate"
"12920","TCPLA_XRY_001_001","normal,abnormal,imageOnly,unobservable"
"12921","TCPLA_XRY_029_001","no syndactylism,Syndactylism,imageOnly,unobservable"
"12922","TCPLA_XRY_060_001","yes,no,imageOnly,unobservable"
"12923","TCPLA_EYE_011_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12924","TCPLA_EYE_027_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"12925","TCPLA_XRY_026_001","normal,abnormal,imageOnly,unobservable"
"12926","TCPLA_EYE_020_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12927","TCPLA_XRY_068_001","Yes,No"
"12928","TCPLA_XRY_018_001","normal,abnormal,imageOnly,unobservable"
"12929","TCPLA_IMM_086_001","pre-lysis,post-lysis"
"12930","TCPLA_IMM_078_001","BD Biosciences,Beckman Coulter"
"12931","TCPLA_IMM_106_001",",RT"
"12932","TCPLA_IMM_082_001","GentleMACS,manual"
"12933","TCPLA_EYE_007_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12934","TCPLA_IMM_088_001","Countess Automated Cell Counter,Reichert Brightline,Gallios,BD LSR-II,Scepter,Attune,Moxi Z,"
"12935","TCPLA_EYE_031_001","Zeiss,Haag-Streit,MuLe,Kowa,CSO,Phoenix Research Labs,Topcon"
"12936","TCPLA_EYE_014_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12937","TCPLA_IMM_112_001","Life Technologies"
"12938","TCPLA_EYE_016_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12939","TCPLA_EYE_084_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"12940","TCPLA_EYE_024_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12941","TCPLA_IMM_101_001","Sigma"
"12942","TCPLA_EYE_032_001","SL30,SL130,BQ 900 LED/IM-900,S350,SL-15,SL 990,SL 139,30 SL-M,Micron III slit lamp extension,SL-7E"
"12943","TCPLA_EYE_006_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12944","TCPLA_EYE_015_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12945","TCPLA_EYE_041_001","Oculus GmbH"
"12946","TCPLA_IMM_099_001","Sigma,Life Technologies,Jax,Wako,Gibco,none used"
"12947","TCPLA_EYE_004_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12948","TCPLA_EYE_034_001","Haag-Streit,Heine,Phoenix,Kowa,Karl Storz / Nikon,Phoenix Research Labs,Heine / Volk,Keeler LTD"
"12949","TCPLA_EYE_021_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"12950","TCPLA_EYE_018_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"12951","TCPLA_IMM_090_001","eBioscience,BD PharmLyse,Jax,JMC,LONZA"
"12952","TCPLA_IMM_103_001","Sytox Blue,Sytox Green,Zombie NIR,DAPI,Propidium Iodide"
"12953","TCPLA_IMM_098_001","D1408,H6136-1L,041-20211,14190-144,L 182-10,HBSS 1X 14170-088,14175-095"
"12954","TCPLA_IMM_100_001","R8758,11875-101,home brew,189-02145,31800-022,none used,11875-093"
"12955","TCPLA_IMM_097_001","Sigma,Life Technologies,Wisent,Wako,Gibco,Biochrom"
"12956","TCPLA_IMM_109_001","Yes,No"
"12957","ESLIM_008_001_004","Present,Absent"
"12958","ESLIM_008_001_002","Absent,Present"
"12959","ESLIM_008_001_009","Fluid movement,Lack of fluidity in movement ,No data"
"12960","ESLIM_008_001_007","Extended Freeze(over 5 seconds),Brief freeze followed by movement,Immediate movement"
"12961","ESLIM_008_001_012","Dragging,Horizontal extension,Elevated/straub tail,No data"
"12962","ESLIM_008_001_016","Absent,Present"
"12963","ESLIM_008_001_014","No response,Response to touch,Flees prior to touch"
"12964","ESLIM_008_001_019","Present,Absent"
"12965","ESLIM_008_001_017","Absent,Present"
"12966","ESLIM_008_001_021","None,Attempted to bite during the protocol"
"12967","ESLIM_008_001_020","Present,Absent"
"12968","ESLIM_010_001_002","yes,no"
"12969","TCPLA_IMM_110_001","Life Technologies"
"12970","ESLIM_013_001_013","normal,abnormal,not defined,no data"
"12971","ESLIM_013_001_001","normal,abnormal"
"12972","ESLIM_013_001_012","normal appearance,abnormal appearance,not defined,no data"
"12973","TCPLA_IMM_102_001","DN25,D8764"
"12974","ESLIM_013_001_011","normal,abnormal,no data"
"12975","ESLIM_013_001_010","normal,abnormal,not defined,no data"
"12976","ESLIM_013_001_804","atropine,tropicamide,atropine + neosynephrine,tropicamide + neosynephrine,tropicamide + phenylephrine"
"12977","ESLIM_013_001_009","normal,degenerate,not defined,no data"
"12978","TCPLA_IMM_096_001","HBSS,PBS"
"12979","ESLIM_013_001_008","normal,abnormal,not defined,no data"
"12980","TCPLA_IMM_079_001","BD LSRFortessa Cell Analyzer,H47100123,Gallios,FACSAria III,BD LSR-II,CANTO-II"
"12981","ESLIM_014_001_009","normal,left eye abnormal,right eye abnormal,bilaterally abnormal"
"12982","TCPLA_IMM_104_001","Life Technologies,Biolegend,Sigma,home brew"
"12983","ESLIM_014_001_008","absent,left eye present,right eye present,bilaterally present,not defined,no data"
"12984","ESLIM_014_001_007","normal,left eye opaque,right eye opaque,bilaterally opaque,not defined,no data"
"12985","TCPLA_IMM_084_001","Roche,Worthington,Gibco"
"12986","TCPLA_IMM_114_001","Life Technologies"
"12987","ESLIM_015_001_807","yes,no"
"12988","ESLIM_015_001_809","yes,no"
"12989","ESLIM_014_001_013","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,left eye dilated,right eye dilated,bilaterally dilated,not defined,no data"
"12990","ESLIM_014_001_001","normal,abnormal,left eye absent,right eye absent,bilaterally absent"
"12991","ESLIM_014_001_012","normal,left eye abnormal,right eye abnormal,bilaterally abnormal,not defined,no data"
"12992","ESLIM_014_001_011","normal,right eye abnormal,left eye abnormal,bilaterally abnormal"
"12993","ESLIM_014_001_010","normal,left eye opaque,right eye opaque,bilaterally opaque,not defined,no data"
"12994","ESLIM_014_001_006","normal,left eye abnormal,right eye abnormal,bilaterally abnormal"
"12995","ESLIM_014_001_005","normal,left eye closed,right eye closed,bilaterally closed,left eye closure incomplete,right eye closure incomplete,closure incomplete bilaterally"
"12997","ESLIM_014_001_004","absent,left eye present,right eye present,bilaterally present,not defined,no data"
"13034","UCDLA_ECG_024_001","eMouse,Matlab"
"13035","UCDLA_XRY_024_001","normal,abnormal,imageOnly,unobservable"
"13036","UCDLA_XRY_007_001","normal,abnormal,imageOnly,unobservable"
"13037","UCDLA_IPG_004_001","Abbott,Roche Diagnostic,Lifescan,ARKRAY factory.Inc,Analox,Roche Diabetes Care"
"13038","UCDLA_IPG_006_001","yes,No"
"13039","UCDLA_IPG_005_001","32004-02,Accu-Chek Aviva,Accu-Chek Performa,One Touch Ultra 2,Super Glucocard II GT-1640,GLUCOCARD G+meter GT-1820,Alphatrak 2,GM9,Accu-Chek Aviva Connect,Accu-Chek Guide"
"13040","UCDLA_IPG_007_001","Whole blood,Plasma,Plasma\, no maltose interference"
"13041","UCDLA_EYE_039_001","EnvisuTM R-Series SDOIS,Envisu R2200,Spectralis"
"13042","UCDLA_EYE_010_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13043","UCDLA_EYE_013_001","normal,left eye dilated,right eye dilated,both eyes dilated,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye dilated,no data right eye\, left eye dilated"
"13044","UCDLA_EYE_005_001","normal,left eye closed,right eye closed,both eyes closed,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye closed,no data right eye\, left eye closed"
"13045","UCDLA_EYE_022_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13046","UCDLA_EYE_044_001","Atropine,Oxybuprocain,Mydriacyl,Phenylephrine hydrochloride,Hydrochloride,No anesthesia,Atropine sulphate"
"13047","UCDLA_EYE_082_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13048","UCDLA_EYE_001_001","present,absent left eye,absent right eye,absent both eyes"
"13049","UCDLA_EYE_027_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"13050","UCDLA_EYE_014_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13051","UCDLA_EYE_002_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"13052","UCDLA_EYE_021_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13053","UCDLA_EYE_045_001","Ketamine+Xylazine,Isoflurane,Euthatal,Avertin,No anesthesia,Ketamine+Medetomidine"
"13054","UCDLA_EYE_081_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"13055","UCDLA_IMM_084_001","Roche,Worthington,Gibco"
"13056","UCDLA_IMM_096_001","HBSS,PBS"
"13057","UCDLA_IMM_081_001","Injection narcosis with Sodium Pentobarbital (Somnopentyl),none,Injection narcosis with Ketamine (100mg/kg)/Xylazine (10mg/kg),Injection narcosis with Tribromoethanol (Avertin),Isoflurane"
"13058","UCDLA_IMM_102_001","DN25,D8764"
"13059","UCDLA_IMM_115_001",""
"13060","UCDLA_XRY_065_001","normal,abnormal,imageOnly,unobservable"
"13061","UCDLA_XRY_006_001","normal,abnormal,imageOnly,unobservable"
"13062","UCDLA_XRY_023_001","normal,abnormal,imageOnly,unobservable"
"13063","UCDLA_XRY_066_001","normal,abnormal,imageOnly,unobservable"
"13064","UCDLA_XRY_018_001","normal,abnormal,imageOnly,unobservable"
"13065","UCDLA_XRY_005_001","normal,abnormal,imageOnly,unobservable"
"13066","UCDLA_XRY_038_001","MX-20-DC12,MX-20-DC4,R_mCT (Micro-CT),MX-20,MS-FX Pro,UltraFocus 100,UltraFocus DXA"
"13067","UCDLA_XRY_011_001","not fused,fused,imageOnly,unobservable"
"13068","UCDLA_XRY_062_001","yes,no,imageOnly,unobservable"
"13069","UCDLA_XRY_064_001","normal,abnormal,imageOnly,unobservable"
"13070","UCDLA_XRY_021_001","normal,abnormal,imageOnly,unobservable"
"13071","UCDLA_XRY_012_001","normal,abnormal,imageOnly,unobservable"
"13072","UCDLA_XRY_037_001","Faxitron X-Ray Corporation,Rigaku Corporation (Micro-CT),Bruker,Faxitron Bioptics LLC"
"13073","UCDLA_XRY_055_001","normal,abnormal,imageOnly,unobservable"
"13074","UCDLA_XRY_020_001","normal,abnormal,imageOnly,unobservable"
"13075","UCDLA_XRY_027_001","normal,abnormal,imageOnly,unobservable"
"13076","UCDLA_XRY_057_001","yes,no,imageOnly,unobservable"
"13077","UCDLA_XRY_060_001","yes,no,imageOnly,unobservable"
"13078","UCDLA_XRY_056_001","yes,no,imageOnly,unobservable"
"13079","UCDLA_XRY_030_001","yes,no,imageOnly,unobservable"
"13080","UCDLA_XRY_058_001","yes,no,imageOnly,unobservable"
"13081","UCDLA_XRY_026_001","normal,abnormal,imageOnly,unobservable"
"13082","UCDLA_XRY_001_001","normal,abnormal,imageOnly,unobservable"
"13083","UCDLA_XRY_061_001","yes,no,imageOnly,unobservable"
"13084","UCDLA_XRY_031_001","yes,no,imageOnly,unobservable"
"13085","UCDLA_DXA_013_001","Lunar Piximus II,Sabre,Minispec LF50,Minispec MQ 10,UltraFocus 100,UltraFocus DXA"
"13086","UCDLA_IMM_113_001",""
"13087","UCDLA_IMM_097_001","Sigma,Life Technologies,Wisent,Wako,Gibco,Biochrom"
"13088","UCDLA_IMM_103_001","Sytox Blue,Sytox Green,Zombie NIR,DAPI,Propidium Iodide"
"13089","UCDLA_IMM_079_001","BD LSRFortessa Cell Analyzer,H47100123,Gallios,FACSAria III,BD LSR-II,CANTO-II"
"13090","UCDLA_IMM_083_001","Collagenase D,Collagenase II"
"13091","UCDLA_IMM_101_001","Sigma"
"13092","UCDLA_IMM_082_001","GentleMACS,manual"
"13093","UCDLA_IMM_110_001","Life Technologies"
"13094","UCDLA_EYE_015_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13095","UCDLA_EYE_020_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13096","UCDLA_EYE_025_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"13097","UCDLA_EYE_016_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
